,whale,k,pool_ratio,size,duration,search_ratio,gas_fee,performance
0,0.0,10,0.5,100,1,0.01,0.0,0.4506
0,0.0,10,0.5,100,1,0.01,0.05,0.4498
0,0.0,10,0.5,100,1,0.01,0.2,0.4716
0,0.0,10,0.5,100,1,0.05,0.0,0.463
0,0.0,10,0.5,100,1,0.05,0.05,0.4956
0,0.0,10,0.5,100,1,0.05,0.2,0.4778
0,0.0,10,0.5,100,1,0.2,0.0,0.4988
0,0.0,10,0.5,100,1,0.2,0.05,0.5488
0,0.0,10,0.5,100,1,0.2,0.2,0.4802
0,0.0,10,0.5,100,1,0.5,0.0,0.5096
0,0.0,10,0.5,100,1,0.5,0.05,0.4806
0,0.0,10,0.5,100,1,0.5,0.2,0.5372
0,0.0,10,0.5,100,1,1.0,0.0,0.4812
0,0.0,10,0.5,100,1,1.0,0.05,0.5388
0,0.0,10,0.5,100,1,1.0,0.2,0.542
0,0.0,10,0.05,100,5,0.01,0.0,0.4302
0,0.0,10,0.05,100,5,0.01,0.05,0.531
0,0.0,10,0.05,100,5,0.01,0.2,0.382
0,0.0,10,0.05,100,5,0.05,0.0,0.4996
0,0.0,10,0.05,100,5,0.05,0.05,0.4686
0,0.0,10,0.05,100,5,0.05,0.2,0.5
0,0.0,10,0.05,100,5,0.2,0.0,0.5146
0,0.0,10,0.05,100,5,0.2,0.05,0.5204
0,0.0,10,0.05,100,5,0.2,0.2,0.522
0,0.0,10,0.05,100,5,0.5,0.0,0.5388
0,0.0,10,0.05,100,5,0.5,0.05,0.4966
0,0.0,10,0.05,100,5,0.5,0.2,0.5412
0,0.0,10,0.05,100,5,1.0,0.0,0.5002
0,0.0,10,0.05,100,5,1.0,0.05,0.4642
0,0.0,10,0.05,100,5,1.0,0.2,0.5396
0,0.0,10,0.2,100,5,0.01,0.0,0.5102
0,0.0,10,0.2,100,5,0.01,0.05,0.479
0,0.0,10,0.2,100,5,0.01,0.2,0.5096
0,0.0,10,0.2,100,5,0.05,0.0,0.4774
0,0.0,10,0.2,100,5,0.05,0.05,0.5192
0,0.0,10,0.2,100,5,0.05,0.2,0.5342
0,0.0,10,0.2,100,5,0.2,0.0,0.5556
0,0.0,10,0.2,100,5,0.2,0.05,0.5036
0,0.0,10,0.2,100,5,0.2,0.2,0.5214
0,0.0,10,0.2,100,5,0.5,0.0,0.5606
0,0.0,10,0.2,100,5,0.5,0.05,0.428
0,0.0,10,0.2,100,5,0.5,0.2,0.4268
0,0.0,10,0.2,100,5,1.0,0.0,0.5326
0,0.0,10,0.2,100,5,1.0,0.05,0.5272
0,0.0,10,0.2,100,5,1.0,0.2,0.4842
0,0.0,10,0.5,100,5,0.01,0.0,0.5112
0,0.0,10,0.5,100,5,0.01,0.05,0.5698
0,0.0,10,0.5,100,5,0.01,0.2,0.4398
0,0.0,10,0.5,100,5,0.05,0.0,0.5084
0,0.0,10,0.5,100,5,0.05,0.05,0.4868
0,0.0,10,0.5,100,5,0.05,0.2,0.5496
0,0.0,10,0.5,100,5,0.2,0.0,0.491
0,0.0,10,0.5,100,5,0.2,0.05,0.5482
0,0.0,10,0.5,100,5,0.2,0.2,0.4888
0,0.0,10,0.5,100,5,0.5,0.0,0.5602
0,0.0,10,0.5,100,5,0.5,0.05,0.561
0,0.0,10,0.5,100,5,0.5,0.2,0.5018
0,0.0,10,0.5,100,5,1.0,0.0,0.4958
0,0.0,10,0.5,100,5,1.0,0.05,0.5324
0,0.0,10,0.5,100,5,1.0,0.2,0.4842
0,0.0,10,0.05,100,10,0.01,0.0,0.5296
0,0.0,10,0.05,100,10,0.01,0.05,0.559
0,0.0,10,0.05,100,10,0.01,0.2,0.5094
0,0.0,10,0.05,100,10,0.05,0.0,0.5876
0,0.0,10,0.05,100,10,0.05,0.05,0.5588
0,0.0,10,0.05,100,10,0.05,0.2,0.5494
0,0.0,10,0.05,100,10,0.2,0.0,0.5792
0,0.0,10,0.05,100,10,0.2,0.05,0.5372
0,0.0,10,0.05,100,10,0.2,0.2,0.5876
0,0.0,10,0.05,100,10,0.5,0.0,0.5726
0,0.0,10,0.05,100,10,0.5,0.05,0.5686
0,0.0,10,0.05,100,10,0.5,0.2,0.5224
0,0.0,10,0.05,100,10,1.0,0.0,0.5746
0,0.0,10,0.05,100,10,1.0,0.05,0.6086
0,0.0,10,0.05,100,10,1.0,0.2,0.5318
0,0.0,10,0.2,100,10,0.01,0.0,0.4492
0,0.0,10,0.2,100,10,0.01,0.05,0.4808
0,0.0,10,0.2,100,10,0.01,0.2,0.4886
0,0.0,10,0.2,100,10,0.05,0.0,0.562
0,0.0,10,0.2,100,10,0.05,0.05,0.5748
0,0.0,10,0.2,100,10,0.05,0.2,0.5432
0,0.0,10,0.2,100,10,0.2,0.0,0.486
0,0.0,10,0.2,100,10,0.2,0.05,0.558
0,0.0,10,0.2,100,10,0.2,0.2,0.5882
0,0.0,10,0.2,100,10,0.5,0.0,0.5706
0,0.0,10,0.2,100,10,0.5,0.05,0.5512
0,0.0,10,0.2,100,10,0.5,0.2,0.4794
0,0.0,10,0.2,100,10,1.0,0.0,0.6236
0,0.0,10,0.2,100,10,1.0,0.05,0.6384
0,0.0,10,0.2,100,10,1.0,0.2,0.5908
0,0.0,10,0.5,100,10,0.01,0.0,0.4784
0,0.0,10,0.5,100,10,0.01,0.05,0.5398
0,0.0,10,0.5,100,10,0.01,0.2,0.511
0,0.0,10,0.5,100,10,0.05,0.0,0.5096
0,0.0,10,0.5,100,10,0.05,0.05,0.5272
0,0.0,10,0.5,100,10,0.05,0.2,0.5126
0,0.0,10,0.5,100,10,0.2,0.0,0.5276
0,0.0,10,0.5,100,10,0.2,0.05,0.589
0,0.0,10,0.5,100,10,0.2,0.2,0.51
0,0.0,10,0.5,100,10,0.5,0.0,0.5112
0,0.0,10,0.5,100,10,0.5,0.05,0.4478
0,0.0,10,0.5,100,10,0.5,0.2,0.4526
0,0.0,10,0.5,100,10,1.0,0.0,0.6344
0,0.0,10,0.5,100,10,1.0,0.05,0.6158
0,0.0,10,0.5,100,10,1.0,0.2,0.5172
0,0.0,10,0.05,100,50,0.01,0.0,0.5298
0,0.0,10,0.05,100,50,0.01,0.05,0.4996
0,0.0,10,0.05,100,50,0.01,0.2,0.5588
0,0.0,10,0.05,100,50,0.05,0.0,0.5896
0,0.0,10,0.05,100,50,0.05,0.05,0.4896
0,0.0,10,0.05,100,50,0.05,0.2,0.491
0,0.0,10,0.05,100,50,0.2,0.0,0.6082
0,0.0,10,0.05,100,50,0.2,0.05,0.5724
0,0.0,10,0.05,100,50,0.2,0.2,0.589
0,0.0,10,0.05,100,50,0.5,0.0,0.5906
0,0.0,10,0.05,100,50,0.5,0.05,0.6108
0,0.0,10,0.05,100,50,0.5,0.2,0.5976
0,0.0,10,0.05,100,50,1.0,0.0,0.642
0,0.0,10,0.05,100,50,1.0,0.05,0.6294
0,0.0,10,0.05,100,50,1.0,0.2,0.6068
0,0.0,10,0.2,100,50,0.01,0.0,0.4604
0,0.0,10,0.2,100,50,0.01,0.05,0.4908
0,0.0,10,0.2,100,50,0.01,0.2,0.4422
0,0.0,10,0.2,100,50,0.05,0.0,0.6176
0,0.0,10,0.2,100,50,0.05,0.05,0.6122
0,0.0,10,0.2,100,50,0.05,0.2,0.6044
0,0.0,10,0.2,100,50,0.2,0.0,0.641
0,0.0,10,0.2,100,50,0.2,0.05,0.6264
0,0.0,10,0.2,100,50,0.2,0.2,0.6226
0,0.0,10,0.2,100,50,0.5,0.0,0.6516
0,0.0,10,0.2,100,50,0.5,0.05,0.6478
0,0.0,10,0.2,100,50,0.5,0.2,0.652
0,0.0,10,0.2,100,50,1.0,0.0,0.6708
0,0.0,10,0.2,100,50,1.0,0.05,0.6716
0,0.0,10,0.2,100,50,1.0,0.2,0.6692
0,0.0,10,0.5,100,50,0.01,0.0,0.4508
0,0.0,10,0.5,100,50,0.01,0.05,0.4596
0,0.0,10,0.5,100,50,0.01,0.2,0.5014
0,0.0,10,0.5,100,50,0.05,0.0,0.5962
0,0.0,10,0.5,100,50,0.05,0.05,0.5766
0,0.0,10,0.5,100,50,0.05,0.2,0.5984
0,0.0,10,0.5,100,50,0.2,0.0,0.6126
0,0.0,10,0.5,100,50,0.2,0.05,0.6114
0,0.0,10,0.5,100,50,0.2,0.2,0.6
0,0.0,10,0.5,100,50,0.5,0.0,0.6266
0,0.0,10,0.5,100,50,0.5,0.05,0.6332
0,0.0,10,0.5,100,50,0.5,0.2,0.6234
0,0.0,10,0.5,100,50,1.0,0.0,0.6614
0,0.0,10,0.5,100,50,1.0,0.05,0.6552
0,0.0,10,0.5,100,50,1.0,0.2,0.6522
0,0.0,10,0.05,100,100,0.01,0.0,0.4402
0,0.0,10,0.05,100,100,0.01,0.05,0.46
0,0.0,10,0.05,100,100,0.01,0.2,0.5408
0,0.0,10,0.05,100,100,0.05,0.0,0.45
0,0.0,10,0.05,100,100,0.05,0.05,0.44
0,0.0,10,0.05,100,100,0.05,0.2,0.4398
0,0.0,10,0.05,100,100,0.2,0.0,0.6148
0,0.0,10,0.05,100,100,0.2,0.05,0.6288
0,0.0,10,0.05,100,100,0.2,0.2,0.5872
0,0.0,10,0.05,100,100,0.5,0.0,0.6274
0,0.0,10,0.05,100,100,0.5,0.05,0.6122
0,0.0,10,0.05,100,100,0.5,0.2,0.617
0,0.0,10,0.05,100,100,1.0,0.0,0.6292
0,0.0,10,0.05,100,100,1.0,0.05,0.645
0,0.0,10,0.05,100,100,1.0,0.2,0.6238
0,0.0,10,0.2,100,100,0.01,0.0,0.5404
0,0.0,10,0.2,100,100,0.01,0.05,0.4498
0,0.0,10,0.2,100,100,0.01,0.2,0.559
0,0.0,10,0.2,100,100,0.05,0.0,0.622
0,0.0,10,0.2,100,100,0.05,0.05,0.605
0,0.0,10,0.2,100,100,0.05,0.2,0.619
0,0.0,10,0.2,100,100,0.2,0.0,0.6372
0,0.0,10,0.2,100,100,0.2,0.05,0.6502
0,0.0,10,0.2,100,100,0.2,0.2,0.6424
0,0.0,10,0.2,100,100,0.5,0.0,0.6434
0,0.0,10,0.2,100,100,0.5,0.05,0.6516
0,0.0,10,0.2,100,100,0.5,0.2,0.6472
0,0.0,10,0.2,100,100,1.0,0.0,0.664
0,0.0,10,0.2,100,100,1.0,0.05,0.6666
0,0.0,10,0.2,100,100,1.0,0.2,0.659
0,0.0,10,0.5,100,100,0.01,0.0,0.529
0,0.0,10,0.5,100,100,0.01,0.05,0.5108
0,0.0,10,0.5,100,100,0.01,0.2,0.4904
0,0.0,10,0.5,100,100,0.05,0.0,0.6008
0,0.0,10,0.5,100,100,0.05,0.05,0.5972
0,0.0,10,0.5,100,100,0.05,0.2,0.6096
0,0.0,10,0.5,100,100,0.2,0.0,0.626
0,0.0,10,0.5,100,100,0.2,0.05,0.627
0,0.0,10,0.5,100,100,0.2,0.2,0.6204
0,0.0,10,0.5,100,100,0.5,0.0,0.626
0,0.0,10,0.5,100,100,0.5,0.05,0.6448
0,0.0,10,0.5,100,100,0.5,0.2,0.6376
0,0.0,10,0.5,100,100,1.0,0.0,0.6494
0,0.0,10,0.5,100,100,1.0,0.05,0.641
0,0.0,10,0.5,100,100,1.0,0.2,0.6474
0,0.2,0,0.05,100,1,0.01,0.0,0.4902
0,0.2,0,0.05,100,1,0.01,0.05,0.4934
0,0.2,0,0.05,100,1,0.01,0.2,0.4974
0,0.2,0,0.05,100,1,0.05,0.0,0.5162
0,0.2,0,0.05,100,1,0.05,0.05,0.4974
0,0.2,0,0.05,100,1,0.05,0.2,0.502
0,0.2,0,0.05,100,1,0.2,0.0,0.621
0,0.2,0,0.05,100,1,0.2,0.05,0.617
0,0.2,0,0.05,100,1,0.2,0.2,0.626
0,0.2,0,0.05,100,1,0.5,0.0,0.6352
0,0.2,0,0.05,100,1,0.5,0.05,0.654
0,0.2,0,0.05,100,1,0.5,0.2,0.6594
0,0.2,0,0.05,100,1,1.0,0.0,0.6636
0,0.2,0,0.05,100,1,1.0,0.05,0.6734
0,0.2,0,0.05,100,1,1.0,0.2,0.6752
0,0.2,0,0.2,100,1,0.01,0.0,0.503
0,0.2,0,0.2,100,1,0.01,0.05,0.4946
0,0.2,0,0.2,100,1,0.01,0.2,0.4976
0,0.2,0,0.2,100,1,0.05,0.0,0.5694
0,0.2,0,0.2,100,1,0.05,0.05,0.5786
0,0.2,0,0.2,100,1,0.05,0.2,0.5938
0,0.2,0,0.2,100,1,0.2,0.0,0.6692
0,0.2,0,0.2,100,1,0.2,0.05,0.6766
0,0.2,0,0.2,100,1,0.2,0.2,0.674
0,0.2,0,0.2,100,1,0.5,0.0,0.6892
0,0.2,0,0.2,100,1,0.5,0.05,0.678
0,0.2,0,0.2,100,1,0.5,0.2,0.6926
0,0.2,0,0.2,100,1,1.0,0.0,0.6914
0,0.2,0,0.2,100,1,1.0,0.05,0.6972
0,0.2,0,0.2,100,1,1.0,0.2,0.704
0,0.2,0,0.5,100,1,0.01,0.0,0.4968
0,0.2,0,0.5,100,1,0.01,0.05,0.5058
0,0.2,0,0.5,100,1,0.01,0.2,0.5074
0,0.2,0,0.5,100,1,0.05,0.0,0.5862
0,0.2,0,0.5,100,1,0.05,0.05,0.5894
0,0.2,0,0.5,100,1,0.05,0.2,0.5906
0,0.2,0,0.5,100,1,0.2,0.0,0.6774
0,0.2,0,0.5,100,1,0.2,0.05,0.6922
0,0.2,0,0.5,100,1,0.2,0.2,0.7078
0,0.2,0,0.5,100,1,0.5,0.0,0.6972
0,0.2,0,0.5,100,1,0.5,0.05,0.7132
0,0.2,0,0.5,100,1,0.5,0.2,0.7042
0,0.2,0,0.5,100,1,1.0,0.0,0.7112
0,0.2,0,0.5,100,1,1.0,0.05,0.7058
0,0.2,0,0.5,100,1,1.0,0.2,0.707
0,0.2,0,0.05,100,5,0.01,0.0,0.5036
0,0.2,0,0.05,100,5,0.01,0.05,0.5012
0,0.2,0,0.05,100,5,0.01,0.2,0.5126
0,0.2,0,0.05,100,5,0.05,0.0,0.4974
0,0.2,0,0.05,100,5,0.05,0.05,0.4898
0,0.2,0,0.05,100,5,0.05,0.2,0.4998
0,0.2,0,0.05,100,5,0.2,0.0,0.6438
0,0.2,0,0.05,100,5,0.2,0.05,0.6394
0,0.2,0,0.05,100,5,0.2,0.2,0.645
0,0.2,0,0.05,100,5,0.5,0.0,0.6702
0,0.2,0,0.05,100,5,0.5,0.05,0.6768
0,0.2,0,0.05,100,5,0.5,0.2,0.6504
0,0.2,0,0.05,100,5,1.0,0.0,0.6816
0,0.2,0,0.05,100,5,1.0,0.05,0.675
0,0.2,0,0.05,100,5,1.0,0.2,0.6826
0,0.2,0,0.2,100,5,0.01,0.0,0.5
0,0.2,0,0.2,100,5,0.01,0.05,0.5176
0,0.2,0,0.2,100,5,0.01,0.2,0.5132
0,0.2,0,0.2,100,5,0.05,0.0,0.6174
0,0.2,0,0.2,100,5,0.05,0.05,0.6266
0,0.2,0,0.2,100,5,0.05,0.2,0.6198
0,0.2,0,0.2,100,5,0.2,0.0,0.6868
0,0.2,0,0.2,100,5,0.2,0.05,0.6866
0,0.2,0,0.2,100,5,0.2,0.2,0.6872
0,0.2,0,0.2,100,5,0.5,0.0,0.6932
0,0.2,0,0.2,100,5,0.5,0.05,0.6998
0,0.2,0,0.2,100,5,0.5,0.2,0.7096
0,0.2,0,0.2,100,5,1.0,0.0,0.692
0,0.2,0,0.2,100,5,1.0,0.05,0.6986
0,0.2,0,0.2,100,5,1.0,0.2,0.7062
0,0.2,0,0.5,100,5,0.01,0.0,0.4966
0,0.2,0,0.5,100,5,0.01,0.05,0.5
0,0.2,0,0.5,100,5,0.01,0.2,0.4908
0,0.2,0,0.5,100,5,0.05,0.0,0.626
0,0.2,0,0.5,100,5,0.05,0.05,0.6114
0,0.2,0,0.5,100,5,0.05,0.2,0.6188
0,0.2,0,0.5,100,5,0.2,0.0,0.7072
0,0.2,0,0.5,100,5,0.2,0.05,0.7006
0,0.2,0,0.5,100,5,0.2,0.2,0.7058
0,0.2,0,0.5,100,5,0.5,0.0,0.7006
0,0.2,0,0.5,100,5,0.5,0.05,0.7136
0,0.2,0,0.5,100,5,0.5,0.2,0.7138
0,0.2,0,0.5,100,5,1.0,0.0,0.7054
0,0.2,0,0.5,100,5,1.0,0.05,0.7118
0,0.2,0,0.5,100,5,1.0,0.2,0.7108
0,0.2,0,0.05,100,10,0.01,0.0,0.49
0,0.2,0,0.05,100,10,0.01,0.05,0.4966
0,0.2,0,0.05,100,10,0.01,0.2,0.5032
0,0.2,0,0.05,100,10,0.05,0.0,0.4968
0,0.2,0,0.05,100,10,0.05,0.05,0.507
0,0.2,0,0.05,100,10,0.05,0.2,0.5008
0,0.2,0,0.05,100,10,0.2,0.0,0.6346
0,0.2,0,0.05,100,10,0.2,0.05,0.6404
0,0.2,0,0.05,100,10,0.2,0.2,0.6564
0,0.2,0,0.05,100,10,0.5,0.0,0.6564
0,0.2,0,0.05,100,10,0.5,0.05,0.6424
0,0.2,0,0.05,100,10,0.5,0.2,0.654
0,0.2,0,0.05,100,10,1.0,0.0,0.6684
0,0.2,0,0.05,100,10,1.0,0.05,0.6616
0,0.2,0,0.05,100,10,1.0,0.2,0.6602
0,0.2,0,0.2,100,10,0.01,0.0,0.4964
0,0.2,0,0.2,100,10,0.01,0.05,0.497
0,0.2,0,0.2,100,10,0.01,0.2,0.513
0,0.2,0,0.2,100,10,0.05,0.0,0.6208
0,0.2,0,0.2,100,10,0.05,0.05,0.6164
0,0.2,0,0.2,100,10,0.05,0.2,0.619
0,0.2,0,0.2,100,10,0.2,0.0,0.6886
0,0.2,0,0.2,100,10,0.2,0.05,0.6748
0,0.2,0,0.2,100,10,0.2,0.2,0.682
0,0.2,0,0.2,100,10,0.5,0.0,0.6892
0,0.2,0,0.2,100,10,0.5,0.05,0.6926
0,0.2,0,0.2,100,10,0.5,0.2,0.6936
0,0.2,0,0.2,100,10,1.0,0.0,0.6968
0,0.2,0,0.2,100,10,1.0,0.05,0.695
0,0.2,0,0.2,100,10,1.0,0.2,0.6926
0,0.2,0,0.5,100,10,0.01,0.0,0.5124
0,0.2,0,0.5,100,10,0.01,0.05,0.5096
0,0.2,0,0.5,100,10,0.01,0.2,0.4988
0,0.2,0,0.5,100,10,0.05,0.0,0.621
0,0.2,0,0.5,100,10,0.05,0.05,0.6208
0,0.2,0,0.5,100,10,0.05,0.2,0.6288
0,0.2,0,0.5,100,10,0.2,0.0,0.6982
0,0.2,0,0.5,100,10,0.2,0.05,0.6906
0,0.2,0,0.5,100,10,0.2,0.2,0.6994
0,0.2,0,0.5,100,10,0.5,0.0,0.7018
0,0.2,0,0.5,100,10,0.5,0.05,0.706
0,0.2,0,0.5,100,10,0.5,0.2,0.703
0,0.2,0,0.5,100,10,1.0,0.0,0.699
0,0.2,0,0.5,100,10,1.0,0.05,0.692
0,0.2,0,0.5,100,10,1.0,0.2,0.701
0,0.2,0,0.05,100,50,0.01,0.0,0.5028
0,0.2,0,0.05,100,50,0.01,0.05,0.5016
0,0.2,0,0.05,100,50,0.01,0.2,0.501
0,0.2,0,0.05,100,50,0.05,0.0,0.4948
0,0.2,0,0.05,100,50,0.05,0.05,0.4954
0,0.2,0,0.05,100,50,0.05,0.2,0.495
0,0.2,0,0.05,100,50,0.2,0.0,0.633
0,0.2,0,0.05,100,50,0.2,0.05,0.6326
0,0.2,0,0.05,100,50,0.2,0.2,0.6394
0,0.2,0,0.05,100,50,0.5,0.0,0.6414
0,0.2,0,0.05,100,50,0.5,0.05,0.6316
0,0.2,0,0.05,100,50,0.5,0.2,0.6388
0,0.2,0,0.05,100,50,1.0,0.0,0.6444
0,0.2,0,0.05,100,50,1.0,0.05,0.6532
0,0.2,0,0.05,100,50,1.0,0.2,0.65
0,0.2,0,0.2,100,50,0.01,0.0,0.5002
0,0.2,0,0.2,100,50,0.01,0.05,0.4984
0,0.2,0,0.2,100,50,0.01,0.2,0.5052
0,0.2,0,0.2,100,50,0.05,0.0,0.6272
0,0.2,0,0.2,100,50,0.05,0.05,0.6296
0,0.2,0,0.2,100,50,0.05,0.2,0.6322
0,0.2,0,0.2,100,50,0.2,0.0,0.667
0,0.2,0,0.2,100,50,0.2,0.05,0.6686
0,0.2,0,0.2,100,50,0.2,0.2,0.6626
0,0.2,0,0.2,100,50,0.5,0.0,0.6668
0,0.2,0,0.2,100,50,0.5,0.05,0.6702
0,0.2,0,0.2,100,50,0.5,0.2,0.6728
0,0.2,0,0.2,100,50,1.0,0.0,0.677
0,0.2,0,0.2,100,50,1.0,0.05,0.677
0,0.2,0,0.2,100,50,1.0,0.2,0.6726
0,0.2,0,0.5,100,50,0.01,0.0,0.5058
0,0.2,0,0.5,100,50,0.01,0.05,0.5064
0,0.2,0,0.5,100,50,0.01,0.2,0.5074
0,0.2,0,0.5,100,50,0.05,0.0,0.6188
0,0.2,0,0.5,100,50,0.05,0.05,0.614
0,0.2,0,0.5,100,50,0.05,0.2,0.6264
0,0.2,0,0.5,100,50,0.2,0.0,0.6776
0,0.2,0,0.5,100,50,0.2,0.05,0.6832
0,0.2,0,0.5,100,50,0.2,0.2,0.667
0,0.2,0,0.5,100,50,0.5,0.0,0.6874
0,0.2,0,0.5,100,50,0.5,0.05,0.6842
0,0.2,0,0.5,100,50,0.5,0.2,0.6966
0,0.2,0,0.5,100,50,1.0,0.0,0.6758
0,0.2,0,0.5,100,50,1.0,0.05,0.6794
0,0.2,0,0.5,100,50,1.0,0.2,0.6726
0,0.2,0,0.05,100,100,0.01,0.0,0.5174
0,0.2,0,0.05,100,100,0.01,0.05,0.4936
0,0.2,0,0.05,100,100,0.01,0.2,0.5028
0,0.2,0,0.05,100,100,0.05,0.0,0.5098
0,0.2,0,0.05,100,100,0.05,0.05,0.4868
0,0.2,0,0.05,100,100,0.05,0.2,0.5038
0,0.2,0,0.05,100,100,0.2,0.0,0.6258
0,0.2,0,0.05,100,100,0.2,0.05,0.6226
0,0.2,0,0.05,100,100,0.2,0.2,0.6236
0,0.2,0,0.05,100,100,0.5,0.0,0.6376
0,0.2,0,0.05,100,100,0.5,0.05,0.647
0,0.2,0,0.05,100,100,0.5,0.2,0.6278
0,0.2,0,0.05,100,100,1.0,0.0,0.6508
0,0.2,0,0.05,100,100,1.0,0.05,0.6418
0,0.2,0,0.05,100,100,1.0,0.2,0.6424
0,0.2,0,0.2,100,100,0.01,0.0,0.4988
0,0.2,0,0.2,100,100,0.01,0.05,0.5062
0,0.2,0,0.2,100,100,0.01,0.2,0.4958
0,0.2,0,0.2,100,100,0.05,0.0,0.6272
0,0.2,0,0.2,100,100,0.05,0.05,0.619
0,0.2,0,0.2,100,100,0.05,0.2,0.6402
0,0.2,0,0.2,100,100,0.2,0.0,0.6714
0,0.2,0,0.2,100,100,0.2,0.05,0.6502
0,0.2,0,0.2,100,100,0.2,0.2,0.6676
0,0.2,0,0.2,100,100,0.5,0.0,0.6646
0,0.2,0,0.2,100,100,0.5,0.05,0.677
0,0.2,0,0.2,100,100,0.5,0.2,0.6638
0,0.2,0,0.2,100,100,1.0,0.0,0.6676
0,0.2,0,0.2,100,100,1.0,0.05,0.6624
0,0.2,0,0.2,100,100,1.0,0.2,0.656
0,0.2,0,0.5,100,100,0.01,0.0,0.5124
0,0.2,0,0.5,100,100,0.01,0.05,0.485
0,0.2,0,0.5,100,100,0.01,0.2,0.5068
0,0.2,0,0.5,100,100,0.05,0.0,0.6192
0,0.2,0,0.5,100,100,0.05,0.05,0.6334
0,0.2,0,0.5,100,100,0.05,0.2,0.6298
0,0.2,0,0.5,100,100,0.2,0.0,0.679
0,0.2,0,0.5,100,100,0.2,0.05,0.6808
0,0.2,0,0.5,100,100,0.2,0.2,0.6786
0,0.2,0,0.5,100,100,0.5,0.0,0.6746
0,0.2,0,0.5,100,100,0.5,0.05,0.6792
0,0.2,0,0.5,100,100,0.5,0.2,0.6724
0,0.2,0,0.5,100,100,1.0,0.0,0.6652
0,0.2,0,0.5,100,100,1.0,0.05,0.6706
0,0.2,0,0.5,100,100,1.0,0.2,0.6662
0,0.2,5,0.05,100,1,0.01,0.0,0.506
0,0.2,5,0.05,100,1,0.01,0.05,0.5062
0,0.2,5,0.05,100,1,0.01,0.2,0.5112
0,0.2,5,0.05,100,1,0.05,0.0,0.5044
0,0.2,5,0.05,100,1,0.05,0.05,0.498
0,0.2,5,0.05,100,1,0.05,0.2,0.4916
0,0.2,5,0.05,100,1,0.2,0.0,0.512
0,0.2,5,0.05,100,1,0.2,0.05,0.5116
0,0.2,5,0.05,100,1,0.2,0.2,0.516
0,0.2,5,0.05,100,1,0.5,0.0,0.5112
0,0.2,5,0.05,100,1,0.5,0.05,0.5242
0,0.2,5,0.05,100,1,0.5,0.2,0.5006
0,0.2,5,0.05,100,1,1.0,0.0,0.5492
0,0.2,5,0.05,100,1,1.0,0.05,0.5676
0,0.2,5,0.05,100,1,1.0,0.2,0.5704
0,0.2,5,0.2,100,1,0.01,0.0,0.5098
0,0.2,5,0.2,100,1,0.01,0.05,0.4954
0,0.2,5,0.2,100,1,0.01,0.2,0.5024
0,0.2,5,0.2,100,1,0.05,0.0,0.4982
0,0.2,5,0.2,100,1,0.05,0.05,0.521
0,0.2,5,0.2,100,1,0.05,0.2,0.4994
0,0.2,5,0.2,100,1,0.2,0.0,0.5186
0,0.2,5,0.2,100,1,0.2,0.05,0.5212
0,0.2,5,0.2,100,1,0.2,0.2,0.5142
0,0.2,5,0.2,100,1,0.5,0.0,0.5822
0,0.2,5,0.2,100,1,0.5,0.05,0.5844
0,0.2,5,0.2,100,1,0.5,0.2,0.581
0,0.2,5,0.2,100,1,1.0,0.0,0.6416
0,0.2,5,0.2,100,1,1.0,0.05,0.6508
0,0.2,5,0.2,100,1,1.0,0.2,0.6496
0,0.2,5,0.5,100,1,0.01,0.0,0.4994
0,0.2,5,0.5,100,1,0.01,0.05,0.4974
0,0.2,5,0.5,100,1,0.01,0.2,0.499
0,0.2,5,0.5,100,1,0.05,0.0,0.5074
0,0.2,5,0.5,100,1,0.05,0.05,0.5024
0,0.2,5,0.5,100,1,0.05,0.2,0.5008
0,0.2,5,0.5,100,1,0.2,0.0,0.5524
0,0.2,5,0.5,100,1,0.2,0.05,0.5306
0,0.2,5,0.5,100,1,0.2,0.2,0.525
0,0.2,5,0.5,100,1,0.5,0.0,0.6202
0,0.2,5,0.5,100,1,0.5,0.05,0.6174
0,0.2,5,0.5,100,1,0.5,0.2,0.6084
0,0.2,5,0.5,100,1,1.0,0.0,0.6654
0,0.2,5,0.5,100,1,1.0,0.05,0.67
0,0.2,5,0.5,100,1,1.0,0.2,0.6608
0,0.2,5,0.05,100,5,0.01,0.0,0.5052
0,0.2,5,0.05,100,5,0.01,0.05,0.4912
0,0.2,5,0.05,100,5,0.01,0.2,0.485
0,0.2,5,0.05,100,5,0.05,0.0,0.4974
0,0.2,5,0.05,100,5,0.05,0.05,0.5074
0,0.2,5,0.05,100,5,0.05,0.2,0.5122
0,0.2,5,0.05,100,5,0.2,0.0,0.5412
0,0.2,5,0.05,100,5,0.2,0.05,0.5504
0,0.2,5,0.05,100,5,0.2,0.2,0.5368
0,0.2,5,0.05,100,5,0.5,0.0,0.5878
0,0.2,5,0.05,100,5,0.5,0.05,0.58
0,0.2,5,0.05,100,5,0.5,0.2,0.5804
0,0.2,5,0.05,100,5,1.0,0.0,0.6364
0,0.2,5,0.05,100,5,1.0,0.05,0.6376
0,0.2,5,0.05,100,5,1.0,0.2,0.6304
0,0.2,5,0.2,100,5,0.01,0.0,0.4864
0,0.2,5,0.2,100,5,0.01,0.05,0.5132
0,0.2,5,0.2,100,5,0.01,0.2,0.5056
0,0.2,5,0.2,100,5,0.05,0.0,0.5332
